tensor_id	source_name	layer_id	candidate_family	source_dtype	source_shape	runtime_layout	owning_gpu	tp_rank	shard_index	shard_count	M	N	K	source_bytes	int8_qk	int8_data_bytes	int8_scale_bytes	int8_total_bytes	byte_delta	kernel_hint	decision
blk.4.indexer.compress_kv.weight	blk.4.indexer.compress_kv.weight	4	indexer_compressor_bf16	bf16	[4096x256]	source_bf16	6	6	6	8	32	32	4096	262144	32	131072	8192	139264	-122880	fused_indexer_int8	candidate if fused with indexer state path; standalone GEMM may underfill
blk.4.indexer.compress_kv.weight	blk.4.indexer.compress_kv.weight	4	indexer_compressor_bf16	bf16	[4096x256]	source_bf16	7	7	7	8	32	32	4096	262144	32	131072	8192	139264	-122880	fused_indexer_int8	candidate if fused with indexer state path; standalone GEMM may underfill
blk.4.indexer.proj.weight	blk.4.indexer.proj.weight	4	indexer_proj_tiny	bf16	[4096x64]	source_bf16	0	0	0	8	32	8	4096	65536	32	32768	2048	34816	-30720	fused_tiny_n	tiny_N; prefer fusion or keep current path before standalone INT8 GEMM
blk.4.indexer.proj.weight	blk.4.indexer.proj.weight	4	indexer_proj_tiny	bf16	[4096x64]	source_bf16	1	1	1	8	32	8	4096	65536	32	32768	2048	34816	-30720	fused_tiny_n	tiny_N; prefer fusion or keep current path before standalone INT8 GEMM
blk.4.indexer.proj.weight	blk.4.indexer.proj.weight	4	indexer_proj_tiny	bf16	[4096x64]	source_bf16	2	2	2	8	32	8	4096	65536	32	32768	2048	34816	-30720	fused_tiny_n	tiny_N; prefer fusion or keep current path before standalone INT8 GEMM
blk.4.indexer.proj.weight	blk.4.indexer.proj.weight	4	indexer_proj_tiny	bf16	[4096x64]	source_bf16	3	3	3	8	32	8	4096	65536	32	32768	2048	34816	-30720	fused_tiny_n	tiny_N; prefer fusion or keep current path before standalone INT8 GEMM
blk.4.indexer.proj.weight	blk.4.indexer.proj.weight	4	indexer_proj_tiny	bf16	[4096x64]	source_bf16	4	4	4	8	32	8	4096	65536	32	32768	2048	34816	-30720	fused_tiny_n	tiny_N; prefer fusion or keep current path before standalone INT8 GEMM
blk.4.indexer.proj.weight	blk.4.indexer.proj.weight	4	indexer_proj_tiny	bf16	[4096x64]	source_bf16	5	5	5	8	32	8	4096	65536	32	32768	2048	34816	-30720	fused_tiny_n	tiny_N; prefer fusion or keep current path before standalone INT8 GEMM
blk.4.indexer.proj.weight	blk.4.indexer.proj.weight	4	indexer_proj_tiny	bf16	[4096x64]	source_bf16	6	6	6	8	32	8	4096	65536	32	32768	2048	34816	-30720	fused_tiny_n	tiny_N; prefer fusion or keep current path before standalone INT8 GEMM
blk.4.indexer.proj.weight	blk.4.indexer.proj.weight	4	indexer_proj_tiny	bf16	[4096x64]	source_bf16	7	7	7	8	32	8	4096	65536	32	32768	2048	34816	-30720	fused_tiny_n	tiny_N; prefer fusion or keep current path before standalone INT8 GEMM
blk.4.indexer.attn_q_b.weight	blk.4.indexer.attn_q_b.weight	4	indexer_q_f8	f8_e4m3_b128	[1024x8192]	source_f8_e4m3_b128_blocked	0	0	0	8	32	1024	1024	1056768	32	1048576	65536	1114112	57344	compare_f8_lut_vs_int8_v13	compute-only candidate; INT8+scale is larger than F8 block-128
blk.4.indexer.attn_q_b.weight	blk.4.indexer.attn_q_b.weight	4	indexer_q_f8	f8_e4m3_b128	[1024x8192]	source_f8_e4m3_b128_blocked	1	1	1	8	32	1024	1024	1056768	32	1048576	65536	1114112	57344	compare_f8_lut_vs_int8_v13	compute-only candidate; INT8+scale is larger than F8 block-128
blk.4.indexer.attn_q_b.weight	blk.4.indexer.attn_q_b.weight	4	indexer_q_f8	f8_e4m3_b128	[1024x8192]	source_f8_e4m3_b128_blocked	2	2	2	8	32	1024	1024	1056768	32	1048576	65536	1114112	57344	compare_f8_lut_vs_int8_v13	compute-only candidate; INT8+scale is larger than F8 block-128
blk.4.indexer.attn_q_b.weight	blk.4.indexer.attn_q_b.weight	4	indexer_q_f8	f8_e4m3_b128	[1024x8192]	source_f8_e4m3_b128_blocked	3	3	3	8	32	1024	1024	1056768	32	1048576	65536	1114112	57344	compare_f8_lut_vs_int8_v13	compute-only candidate; INT8+scale is larger than F8 block-128
blk.4.indexer.attn_q_b.weight	blk.4.indexer.attn_q_b.weight	4	indexer_q_f8	f8_e4m3_b128	[1024x8192]	source_f8_e4m3_b128_blocked	4	4	4	8	32	1024	1024	1056768	32	1048576	65536	1114112	57344	compare_f8_lut_vs_int8_v13	compute-only candidate; INT8+scale is larger than F8 block-128
blk.4.indexer.attn_q_b.weight	blk.4.indexer.attn_q_b.weight	4	indexer_q_f8	f8_e4m3_b128	[1024x8192]	source_f8_e4m3_b128_blocked	5	5	5	8	32	1024	1024	1056768	32	1048576	65536	1114112	57344	compare_f8_lut_vs_int8_v13	compute-only candidate; INT8+scale is larger than F8 block-128
blk.4.indexer.attn_q_b.weight	blk.4.indexer.attn_q_b.weight	4	indexer_q_f8	f8_e4m3_b128	[1024x8192]	source_f8_e4m3_b128_blocked	6	6	6	8	32	1024	1024	1056768	32	1048576	65536	1114112	57344	compare_f8_lut_vs_int8_v13	compute-only candidate; INT8+scale is larger than F8 block-128
blk.4.indexer.attn_q_b.weight	blk.4.indexer.attn_q_b.weight	4	indexer_q_f8	f8_e4m3_b128	[1024x8192]	source_f8_e4m3_b128_blocked	7	7	7	8	32	1024	1024	1056768	32	1048576	65536	1114112	57344	compare_f8_lut_vs_int8_v13	compute-only candidate; INT8+scale is larger than F8 block-128
blk.5.attn_compress_gate.weight	blk.5.attn_compress_gate.weight	5	attn_compressor_bf16	bf16	[4096x512]	source_bf16	0	0	0	8	32	64	4096	524288	32	262144	16384	278528	-245760	tc_grid_int8_v12s_n64	secondary candidate; benchmark N64 INT8 and BF16 cuBLAS
blk.5.attn_compress_gate.weight	blk.5.attn_compress_gate.weight	5	attn_compressor_bf16	bf16	[4096x512]	source_bf16	1	1	1	8	32	64	4096	524288	32	262144	16384	278528	-245760	tc_grid_int8_v12s_n64	secondary candidate; benchmark N64 INT8 and BF16 cuBLAS
blk.5.attn_compress_gate.weight	blk.5.attn_compress_gate.weight	5	attn_compressor_bf16	bf16	[4096x512]	source_bf16	2	2	2	8	32	64	4096	524288	32	262144	16384	278528	-245760	tc_grid_int8_v12s_n64	secondary candidate; benchmark N64 INT8 and BF16 cuBLAS
blk.5.attn_compress_gate.weight	blk.5.attn_compress_gate.weight	5	attn_compressor_bf16	bf16	[4096x512]	source_bf16	3	3	3	8	32	64	4096	524288	32	262144	16384	278528	-245760	tc_grid_int8_v12s_n64	secondary candidate; benchmark N64 INT8 and BF16 cuBLAS
blk.5.attn_compress_gate.weight	blk.5.attn_compress_gate.weight	5	attn_compressor_bf16	bf16	[4096x512]	source_bf16	4	4	4	8	32	64	4096	524288	32	262144	16384	278528	-245760	tc_grid_int8_v12s_n64	secondary candidate; benchmark N64 INT8 and BF16 cuBLAS
blk.5.attn_compress_gate.weight	blk.5.attn_compress_gate.weight	5	attn_compressor_bf16	bf16	[4096x512]	source_bf16	5	5	5	8	32	64	4096	524288	32	262144	16384	278528	-245760	tc_grid_int8_v12s_n64	secondary candidate; benchmark N64 INT8 and BF16 cuBLAS
blk.5.attn_compress_gate.weight	blk.5.attn_compress_gate.weight	5	attn_compressor_bf16	bf16	[4096x512]	source_bf16	6	6	6	8	32	64	4096	524288	32	262144	16384	278528	-245760	tc_grid_int8_v12s_n64	secondary candidate; benchmark N64 INT8 and BF16 cuBLAS
blk.5.attn_compress_gate.weight	blk.5.attn_compress_gate.weight	5	attn_compressor_bf16	bf16	[4096x512]	source_bf16	7	7	7	8	32	64	4096	524288	32	262144	16384	278528	-245760	tc_grid_int8_v12s_n64	secondary candidate; benchmark N64 INT8 and BF16 cuBLAS
blk.5.attn_compress_kv.weight	blk.5.attn_compress_kv.weight	5	attn_compressor_bf16	bf16	[4096x512]	source_bf16	0	0	0	8	32	64	4096	524288	32	262144	16384	278528	-245760	tc_grid_int8_v12s_n64	secondary candidate; benchmark N64 INT8 and BF16 cuBLAS
blk.5.attn_compress_kv.weight	blk.5.attn_compress_kv.weight	5	attn_compressor_bf16	bf16	[4096x512]	source_bf16	1	1	1	8	32	64	4096	524288	32	262144	16384	278528	-245760	tc_grid_int8_v12s_n64	secondary candidate; benchmark N64 INT8 and BF16 cuBLAS
blk.5.attn_compress_kv.weight	blk.5.attn_compress_kv.weight	5	attn_compressor_bf16	bf16	[4096x512]	source_bf16	2	2	2	8	32	64	4096	524288	32	262144	16384	278528	-245760	tc_grid_int8_v12s_n64	secondary candidate; benchmark N64 INT8 and BF16 cuBLAS
blk.5.attn_compress_kv.weight	blk.5.attn_compress_kv.weight	5	attn_compressor_bf16	bf16	[4096x512]	source_bf16	3	3	3	8	32	64	4096	524288	32	262144	16384	278528	-245760	tc_grid_int8_v12s_n64	secondary candidate; benchmark N64 INT8 and BF16 cuBLAS
blk.5.attn_compress_kv.weight	blk.5.attn_compress_kv.weight	5	attn_compressor_bf16	bf16	[4096x512]	source_bf16	4	4	4	8	32	64	4096	524288	32	262144	16384	278528	-245760	tc_grid_int8_v12s_n64	secondary candidate; benchmark N64 INT8 and BF16 cuBLAS
blk.5.attn_compress_kv.weight	blk.5.attn_compress_kv.weight	5	attn_compressor_bf16	bf16	[4096x512]	source_bf16	5	5	5	8	32	64	4096	524288	32	262144	16384	278528	-245760	tc_grid_int8_v12s_n64	secondary candidate; benchmark N64 INT8 and BF16 cuBLAS
blk.5.attn_compress_kv.weight	blk.5.attn_compress_kv.weight	5	attn_compressor_bf16	bf16	[4096x512]	source_bf16	6	6	6	8	32	64	4096	524288	32	262144	16384	278528	-245760	tc_grid_int8_v12s_n64	secondary candidate; benchmark N64 INT8 and BF16 cuBLAS
blk.5.attn_compress_kv.weight	blk.5.attn_compress_kv.weight	5	attn_compressor_bf16	bf16	[4096x512]	source_bf16	7	7	7	8	32	64	4096	524288	32	262144	16384	278528	-245760	tc_grid_int8_v12s_n64	secondary candidate; benchmark N64 INT8 and BF16 cuBLAS
blk.6.attn_compress_gate.weight	blk.6.attn_compress_gate.weight	6	attn_compressor_bf16	bf16	[4096x1024]	source_bf16	0	0	0	8	32	128	4096	1048576	32	524288	32768	557056	-491520	tc_grid_int8_v13_rf_v5_or_v12_ms3	primary candidate; tc-grid INT8 v13_rf/v12_ms3 shape family
blk.6.attn_compress_gate.weight	blk.6.attn_compress_gate.weight	6	attn_compressor_bf16	bf16	[4096x1024]	source_bf16	1	1	1	8	32	128	4096	1048576	32	524288	32768	557056	-491520	tc_grid_int8_v13_rf_v5_or_v12_ms3	primary candidate; tc-grid INT8 v13_rf/v12_ms3 shape family
blk.6.attn_compress_gate.weight	blk.6.attn_compress_gate.weight	6	attn_compressor_bf16	bf16	[4096x1024]	source_bf16	2	2	2	8	32	128	4096	1048576	32	524288	32768	557056	-491520	tc_grid_int8_v13_rf_v5_or_v12_ms3	primary candidate; tc-grid INT8 v13_rf/v12_ms3 shape family
blk.6.attn_compress_gate.weight	blk.6.attn_compress_gate.weight	6	attn_compressor_bf16	bf16	[4096x1024]	source_bf16	3	3	3	8	32	128	4096	1048576	32	524288	32768	557056	-491520	tc_grid_int8_v13_rf_v5_or_v12_ms3	primary candidate; tc-grid INT8 v13_rf/v12_ms3 shape family
blk.6.attn_compress_gate.weight	blk.6.attn_compress_gate.weight	6	attn_compressor_bf16	bf16	[4096x1024]	source_bf16	4	4	4	8	32	128	4096	1048576	32	524288	32768	557056	-491520	tc_grid_int8_v13_rf_v5_or_v12_ms3	primary candidate; tc-grid INT8 v13_rf/v12_ms3 shape family
blk.6.attn_compress_gate.weight	blk.6.attn_compress_gate.weight	6	attn_compressor_bf16	bf16	[4096x1024]	source_bf16	5	5	5	8	32	128	4096	1048576	32	524288	32768	557056	-491520	tc_grid_int8_v13_rf_v5_or_v12_ms3	primary candidate; tc-grid INT8 v13_rf/v12_ms3 shape family
blk.6.attn_compress_gate.weight	blk.6.attn_compress_gate.weight	6	attn_compressor_bf16	bf16	[4096x1024]	source_bf16	6	6	6	8	32	128	4096	1048576	32	524288	32768	557056	-491520	tc_grid_int8_v13_rf_v5_or_v12_ms3	primary candidate; tc-grid INT8 v13_rf/v12_ms3 shape family
blk.6.attn_compress_gate.weight	blk.6.attn_compress_gate.weight	6	attn_compressor_bf16	bf16	[4096x1024]	source_bf16	7	7	7	8	32	128	4096	1048576	32	524288	32768	557056	-491520	tc_grid_int8_v13_rf_v5_or_v12_ms3	primary candidate; tc-grid INT8 v13_rf/v12_ms3 shape family
blk.6.attn_compress_kv.weight	blk.6.attn_compress_kv.weight	6	attn_compressor_bf16	bf16	[4096x1024]	source_bf16	0	0	0	8	32	128	4096	1048576	32	524288	32768	557056	-491520	tc_grid_int8_v13_rf_v5_or_v12_ms3	primary candidate; tc-grid INT8 v13_rf/v12_ms3 shape family
blk.6.attn_compress_kv.weight	blk.6.attn_compress_kv.weight	6	attn_compressor_bf16	bf16	[4096x1024]	source_bf16	1	1	1	8	32	128	4096	1048576	32	524288	32768	557056	-491520	tc_grid_int8_v13_rf_v5_or_v12_ms3	primary candidate; tc-grid INT8 v13_rf/v12_ms3 shape family
blk.6.attn_compress_kv.weight	blk.6.attn_compress_kv.weight	6	attn_compressor_bf16	bf16	[4096x1024]	source_bf16	2	2	2	8	32	128	4096	1048576	32	524288	32768	557056	-491520	tc_grid_int8_v13_rf_v5_or_v12_ms3	primary candidate; tc-grid INT8 v13_rf/v12_ms3 shape family
blk.6.attn_compress_kv.weight	blk.6.attn_compress_kv.weight	6	attn_compressor_bf16	bf16	[4096x1024]	source_bf16	3	3	3	8	32	128	4096	1048576	32	524288	32768	557056	-491520	tc_grid_int8_v13_rf_v5_or_v12_ms3	primary candidate; tc-grid INT8 v13_rf/v12_ms3 shape family
blk.6.attn_compress_kv.weight	blk.6.attn_compress_kv.weight	6	attn_compressor_bf16	bf16	[4096x1024]	source_bf16	4	4	4	8	32	128	4096	1048576	32	524288	32768	557056	-491520	tc_grid_int8_v13_rf_v5_or_v12_ms3	primary candidate; tc-grid INT8 v13_rf/v12_ms3 shape family
blk.6.attn_compress_kv.weight	blk.6.attn_compress_kv.weight	6	attn_compressor_bf16	bf16	[4096x1024]	source_bf16	5	5	5	8	32	128	4096	1048576	32	524288	32768	557056	-491520	tc_grid_int8_v13_rf_v5_or_v12_ms3	primary candidate; tc-grid INT8 v13_rf/v12_ms3 shape family
blk.6.attn_compress_kv.weight	blk.6.attn_compress_kv.weight	6	attn_compressor_bf16	bf16	[4096x1024]	source_bf16	6	6	6	8	32	128	4096	1048576	32	524288	32768	557056	-491520	tc_grid_int8_v13_rf_v5_or_v12_ms3	primary candidate; tc-grid INT8 v13_rf/v12_ms3 shape family
blk.6.attn_compress_kv.weight	blk.6.attn_compress_kv.weight	6	attn_compressor_bf16	bf16	[4096x1024]	source_bf16	7	7	7	8	32	128	4096	1048576	32	524288	32768	557056	-491520	tc_grid_int8_v13_rf_v5_or_v12_ms3	primary candidate; tc-grid INT8 v13_rf/v12_ms3 shape family
blk.6.indexer.compress_gate.weight	blk.6.indexer.compress_gate.weight	6	indexer_compressor_bf16	bf16	[4096x256]	source_bf16	0	0	0	8	32	32	4096	262144	32	131072	8192	139264	-122880	fused_indexer_int8	candidate if fused with indexer state path; standalone GEMM may underfill
blk.6.indexer.compress_gate.weight	blk.6.indexer.compress_gate.weight	6	indexer_compressor_bf16	bf16	[4096x256]	source_bf16	1	1	1	8	32	32	4096	262144	32	131072	8192	139264	-122880	fused_indexer_int8	candidate if fused with indexer state path; standalone GEMM may underfill
blk.6.indexer.compress_gate.weight	blk.6.indexer.compress_gate.weight	6	indexer_compressor_bf16	bf16	[4096x256]	source_bf16	2	2	2	8	32	32	4096	262144	32	131072	8192	139264	-122880	fused_indexer_int8	candidate if fused with indexer state path; standalone GEMM may underfill
blk.6.indexer.compress_gate.weight	blk.6.indexer.compress_gate.weight	6	indexer_compressor_bf16	bf16	[4096x256]	source_bf16	3	3	3	8	32	32	4096	262144	32	131072	8192	139264	-122880	fused_indexer_int8	candidate if fused with indexer state path; standalone GEMM may underfill
blk.6.indexer.compress_gate.weight	blk.6.indexer.compress_gate.weight	6	indexer_compressor_bf16	bf16	[4096x256]	source_bf16	4	4	4	8	32	32	4096	262144	32	131072	8192	139264	-122880	fused_indexer_int8	candidate if fused with indexer state path; standalone GEMM may underfill
blk.6.indexer.compress_gate.weight	blk.6.indexer.compress_gate.weight	6	indexer_compressor_bf16	bf16	[4096x256]	source_bf16	5	5	5	8	32	32	4096	262144	32	131072	8192	139264	-122880	fused_indexer_int8	candidate if fused with indexer state path; standalone GEMM may underfill
blk.6.indexer.compress_gate.weight	blk.6.indexer.compress_gate.weight	6	indexer_compressor_bf16	bf16	[4096x256]	source_bf16	6	6	6	8	32	32	4096	262144	32	131072	8192	139264	-122880	fused_indexer_int8	candidate if fused with indexer state path; standalone GEMM may underfill
blk.6.indexer.compress_gate.weight	blk.6.indexer.compress_gate.weight	6	indexer_compressor_bf16	bf16	[4096x256]	source_bf16	7	7	7	8	32	32	4096	262144	32	131072	8192	139264	-122880	fused_indexer_int8	candidate if fused with indexer state path; standalone GEMM may underfill
blk.6.indexer.compress_kv.weight	blk.6.indexer.compress_kv.weight	6	indexer_compressor_bf16	bf16	[4096x256]	source_bf16	0	0	0	8	32	32	4096	262144	32	131072	8192	139264	-122880	fused_indexer_int8	candidate if fused with indexer state path; standalone GEMM may underfill
blk.6.indexer.compress_kv.weight	blk.6.indexer.compress_kv.weight	6	indexer_compressor_bf16	bf16	[4096x256]	source_bf16	1	1	1	8	32	32	4096	262144	32	131072	8192	139264	-122880	fused_indexer_int8	candidate if fused with indexer state path; standalone GEMM may underfill
blk.6.indexer.compress_kv.weight	blk.6.indexer.compress_kv.weight	6	indexer_compressor_bf16	bf16	[4096x256]	source_bf16	2	2	2	8	32	32	4096	262144	32	131072	8192	139264	-122880	fused_indexer_int8	candidate if fused with indexer state path; standalone GEMM may underfill
blk.6.indexer.compress_kv.weight	blk.6.indexer.compress_kv.weight	6	indexer_compressor_bf16	bf16	[4096x256]	source_bf16	3	3	3	8	32	32	4096	262144	32	131072	8192	139264	-122880	fused_indexer_int8	candidate if fused with indexer state path; standalone GEMM may underfill
blk.6.indexer.compress_kv.weight	blk.6.indexer.compress_kv.weight	6	indexer_compressor_bf16	bf16	[4096x256]	source_bf16	4	4	4	8	32	32	4096	262144	32	131072	8192	139264	-122880	fused_indexer_int8	candidate if fused with indexer state path; standalone GEMM may underfill
blk.6.indexer.compress_kv.weight	blk.6.indexer.compress_kv.weight	6	indexer_compressor_bf16	bf16	[4096x256]	source_bf16	5	5	5	8	32	32	4096	262144	32	131072	8192	139264	-122880	fused_indexer_int8	candidate if fused with indexer state path; standalone GEMM may underfill
blk.6.indexer.compress_kv.weight	blk.6.indexer.compress_kv.weight	6	indexer_compressor_bf16	bf16	[4096x256]	source_bf16	6	6	6	8	32	32	4096	262144	32	131072	8192	139264	-122880	fused_indexer_int8	candidate if fused with indexer state path; standalone GEMM may underfill
blk.6.indexer.compress_kv.weight	blk.6.indexer.compress_kv.weight	6	indexer_compressor_bf16	bf16	[4096x256]	source_bf16	7	7	7	8	32	32	4096	262144	32	131072	8192	139264	-122880	fused_indexer_int8	candidate if fused with indexer state path; standalone GEMM may underfill
blk.6.indexer.proj.weight	blk.6.indexer.proj.weight	6	indexer_proj_tiny	bf16	[4096x64]	source_bf16	0	0	0	8	32	8	4096	65536	32	32768	2048	34816	-30720	fused_tiny_n	tiny_N; prefer fusion or keep current path before standalone INT8 GEMM
blk.6.indexer.proj.weight	blk.6.indexer.proj.weight	6	indexer_proj_tiny	bf16	[4096x64]	source_bf16	1	1	1	8	32	8	4096	65536	32	32768	2048	34816	-30720	fused_tiny_n	tiny_N; prefer fusion or keep current path before standalone INT8 GEMM
blk.6.indexer.proj.weight	blk.6.indexer.proj.weight	6	indexer_proj_tiny	bf16	[4096x64]	source_bf16	2	2	2	8	32	8	4096	65536	32	32768	2048	34816	-30720	fused_tiny_n	tiny_N; prefer fusion or keep current path before standalone INT8 GEMM
blk.6.indexer.proj.weight	blk.6.indexer.proj.weight	6	indexer_proj_tiny	bf16	[4096x64]	source_bf16	3	3	3	8	32	8	4096	65536	32	32768	2048	34816	-30720	fused_tiny_n	tiny_N; prefer fusion or keep current path before standalone INT8 GEMM
blk.6.indexer.proj.weight	blk.6.indexer.proj.weight	6	indexer_proj_tiny	bf16	[4096x64]	source_bf16	4	4	4	8	32	8	4096	65536	32	32768	2048	34816	-30720	fused_tiny_n	tiny_N; prefer fusion or keep current path before standalone INT8 GEMM
blk.6.indexer.proj.weight	blk.6.indexer.proj.weight	6	indexer_proj_tiny	bf16	[4096x64]	source_bf16	5	5	5	8	32	8	4096	65536	32	32768	2048	34816	-30720	fused_tiny_n	tiny_N; prefer fusion or keep current path before standalone INT8 GEMM
blk.6.indexer.proj.weight	blk.6.indexer.proj.weight	6	indexer_proj_tiny	bf16	[4096x64]	source_bf16	6	6	6	8	32	8	4096	65536	32	32768	2048	34816	-30720	fused_tiny_n	tiny_N; prefer fusion or keep current path before standalone INT8 GEMM
blk.6.indexer.proj.weight	blk.6.indexer.proj.weight	6	indexer_proj_tiny	bf16	[4096x64]	source_bf16	7	7	7	8	32	8	4096	65536	32	32768	2048	34816	-30720	fused_tiny_n	tiny_N; prefer fusion or keep current path before standalone INT8 GEMM
blk.6.indexer.attn_q_b.weight	blk.6.indexer.attn_q_b.weight	6	indexer_q_f8	f8_e4m3_b128	[1024x8192]	source_f8_e4m3_b128_blocked	0	0	0	8	32	1024	1024	1056768	32	1048576	65536	1114112	57344	compare_f8_lut_vs_int8_v13	compute-only candidate; INT8+scale is larger than F8 block-128
blk.6.indexer.attn_q_b.weight	blk.6.indexer.attn_q_b.weight	6	indexer_q_f8	f8_e4m3_b128	[1024x8192]	source_f8_e4m3_b128_blocked	1	1	1	8	32	1024	1024	1056768	32	1048576	65536	1114112	57344	compare_f8_lut_vs_int8_v13	compute-only candidate; INT8+scale is larger than F8 block-128
blk.6.indexer.attn_q_b.weight	blk.6.indexer.attn_q_b.weight	6	indexer_q_f8	f8_e4m3_b128	[1024x8192]	source_f8_e4m3_b128_blocked	2	2	2	8	32	1024	1024	1056768	32	1048576	65536	1114112	57344	compare_f8_lut_vs_int8_v13	compute-only candidate; INT8+scale is larger than F8 block-128
blk.6.indexer.attn_q_b.weight	blk.6.indexer.attn_q_b.weight	6	indexer_q_f8	f8_e4m3_b128	[1024x8192]	source_f8_e4m3_b128_blocked	3	3	3	8	32	1024	1024	1056768	32	1048576	65536	1114112	57344	compare_f8_lut_vs_int8_v13	compute-only candidate; INT8+scale is larger than F8 block-128
